ROS Seconds,ROS Nanoseconds,X,Y,Z,Rx0,Rx1,Rx2,Ry0,Ry1,Ry2,Rz0,Rz1,Rz2
1685105479,275903340,16.9782,9.64573,-195.837,-0.233085,-0.259986,-0.937058,0.139958,-0.962536,0.232241,-0.962332,-0.077017,0.26074
1685105479,300830466,16.9639,9.62013,-195.827,-0.233285,-0.260297,-0.936923,0.139936,-0.962465,0.23255,-0.962287,-0.0768583,0.260954
1685105479,325892288,16.9212,9.62506,-195.83,-0.234432,-0.259938,-0.936737,0.140155,-0.962559,0.232028,-0.961977,-0.0768936,0.262089
1685105479,350807720,16.9063,9.65735,-195.798,-0.234972,-0.25991,-0.936609,0.140556,-0.962545,0.231845,-0.961787,-0.0771687,0.262705
1685105479,375834632,16.8735,9.68603,-195.776,-0.235632,-0.259965,-0.936428,0.140973,-0.96251,0.231733,-0.961564,-0.0774066,0.263448
1685105479,400808716,17.0211,9.62834,-195.72,-0.240427,-0.260518,-0.935054,0.149033,-0.961796,0.229648,-0.959158,-0.0841403,0.270068
1685105479,425825460,17.0279,9.63612,-195.632,-0.236387,-0.26352,-0.935242,0.144735,-0.961333,0.234289,-0.960818,-0.0799801,0.265386
1685105479,450904878,16.6656,10.2514,-195.205,-0.233032,-0.264743,-0.935739,0.143774,-0.961035,0.236095,-0.961783,-0.0795168,0.262016
1685105479,475797978,16.7575,10.5336,-195.007,-0.231028,-0.264304,-0.936359,0.144608,-0.961034,0.23559,-0.96214,-0.0809776,0.260245
1685105479,500763337,16.9485,10.7595,-194.768,-0.228994,-0.262779,-0.937288,0.145324,-0.961312,0.234009,-0.962519,-0.0826231,0.258323
1685105479,525768614,16.8576,11.0206,-194.462,-0.229541,-0.261958,-0.937385,0.146772,-0.961403,0.232729,-0.96217,-0.0841612,0.259131
1685105479,550827105,16.802,11.4781,-194.174,-0.229714,-0.260095,-0.937862,0.148678,-0.961697,0.23029,-0.961836,-0.0865379,0.259589
1685105479,575777827,16.8763,11.7514,-193.885,-0.22775,-0.257766,-0.938983,0.148779,-0.962214,0.228057,-0.962288,-0.08776,0.257498
1685105479,600761796,16.8722,11.9705,-193.653,-0.228667,-0.255493,-0.939379,0.150885,-0.962587,0.225076,-0.96174,-0.0902713,0.258661
1685105479,625790218,16.776,12.1419,-193.506,-0.227823,-0.253247,-0.940193,0.152201,-0.962978,0.222503,-0.961734,-0.0924072,0.257934
1685105479,650730366,16.7623,12.3854,-193.317,-0.225357,-0.250508,-0.94152,0.15099,-0.963683,0.220265,-0.962505,-0.0925215,0.254997
1685105479,675753582,16.7487,12.6967,-193.232,-0.223996,-0.248071,-0.942489,0.150645,-0.964253,0.217996,-0.962876,-0.0931515,0.253358
1685105479,700745822,16.8368,12.9556,-193.25,-0.223437,-0.246004,-0.943164,0.154322,-0.964351,0.214971,-0.962425,-0.0975181,0.253436
1685105479,725765857,16.8763,13.1011,-193.076,-0.221709,-0.244673,-0.943918,0.155202,-0.964523,0.21356,-0.962683,-0.0991496,0.251818
